Date,Close,High,Low,Open,Volume
2020-01-02,69.82347106933594,69.83906274974967,69.0125668665138,69.45700411771172,5639200
2020-01-03,69.16069793701172,69.69870303360427,68.53692968830092,68.7474500594123,5988500
2020-01-06,69.7065200805664,69.87805832717653,68.59932624176875,68.78645617045562,6786600
2020-01-07,69.30884552001953,69.8156613109325,68.81762735582785,69.3400348247105,7242500
2020-01-08,69.80007934570312,70.2211261303768,69.29326938982557,69.51158862289644,7696800
2020-01-09,70.33807373046875,70.35367135828785,69.43360762577734,70.18213314478983,7518000
2020-01-10,69.44141387939453,70.40046591760816,69.26208276616353,70.35368492263541,8581400
2020-01-13,69.0203628540039,69.78448610139218,68.55253508665017,69.78448610139218,9292200
2020-01-14,69.69995880126953,69.88962290063941,68.56990249962313,68.83068611441568,8876900
2020-01-15,70.53763580322266,71.02758638275773,69.68416533489933,69.68416533489933,8490100
2020-01-16,70.53763580322266,70.96437103738431,70.26894797617771,70.57714464044078,7073200
2020-01-17,69.54192352294922,70.54553726643248,69.37597192894596,70.43490287043029,10122300
2020-01-21,69.53401184082031,69.96074704897961,69.20210868862588,69.28903656597991,13552000
2020-01-22,68.91763305664062,69.67627157668365,68.87022003323888,69.5656371693309,6438900
2020-01-23,67.3845443725586,68.80699529652938,67.16327556863486,68.79119296587314,12266800
2020-01-24,66.01739501953125,67.5504798424854,65.40100183107938,67.51096498512486,13215400
2020-01-27,66.39671325683594,67.90609162555131,66.38091093085609,67.21067472914017,13832000
2020-01-28,66.19915771484375,67.16326248335352,66.09642751278608,67.16326248335352,8614400
2020-01-29,65.74871826171875,66.38091991061137,65.69340106962478,66.2228725129491,5703200
2020-01-30,64.6265640258789,65.42471722589946,64.15241581871321,65.25876565484754,10870000
2020-01-31,64.02598571777344,64.57916375957949,63.54393926621956,64.43691866644339,13870100
2020-02-03,65.0374984741211,65.27456956890495,63.94695093910153,64.25514758270575,10143700
2020-02-04,66.6654052734375,66.94199121409129,66.05691017487787,66.05691017487787,8251500
2020-02-05,68.45928192138672,68.8623106773796,67.07634590429363,67.21859099293097,10020600
2020-02-06,68.89392852783203,69.51032196628772,68.13528998595402,69.45500476101921,7769700
2020-02-07,72.93208312988281,73.47735688562287,70.23733106475066,70.91694570754733,19090300
2020-02-10,74.8760986328125,75.4687854293783,72.78984159123064,72.98740385675256,13998300
2020-02-11,75.8639144897461,76.71738497474507,75.08156955972481,75.27913183704186,10682800
2020-02-12,77.27845764160156,77.33377483559639,75.63473812129536,75.84810874750538,10591000
2020-02-13,75.35025024414062,76.93865261834023,75.25542421107458,76.53562389044316,10613000
2020-02-14,74.32292938232422,75.31074074557084,74.10165457249443,75.25542355039391,11175800
2020-02-18,73.97521209716797,74.67853325074472,73.69862614280434,74.02262510959555,9406300
2020-02-19,74.39405059814453,74.90771372453736,73.50896942606576,74.10165625749083,6349100
2020-02-20,74.46517944335938,74.5916161711732,73.16916530125208,74.22810228866503,5446200
2020-02-21,75.04205322265625,75.4845907858587,73.7934582074812,74.2518041288678,6676000
2020-02-24,73.6037826538086,74.180667008247,72.8214379246897,72.83724025000332,10705100
2020-02-25,70.47441864013672,73.85668399917749,69.62885230037652,73.74604960176009,11366400
2020-02-26,69.86592102050781,72.05490822416395,69.6920652658038,70.03187259660116,9786900
2020-02-27,67.50306701660156,70.68776946927147,66.53896228788713,68.11156211284586,14184100
2020-02-28,67.73226928710938,67.73226928710938,64.46854172776321,65.42474269266913,18450000
2020-03-02,70.08718872070312,70.15830823975014,66.02530917024771,67.96141689095772,12171100
2020-03-03,69.2021255493164,71.8336569595617,67.69275263946996,70.67989379526267,12660900
2020-03-04,72.50536346435547,72.59229135792322,70.29266331210474,70.54554281272286,16590400
2020-03-05,71.60446166992188,72.47373435557041,70.67196761790437,71.16982231253694,9688400
2020-03-06,70.18991088867188,70.93274682454368,68.95712446668969,70.1187913777672,12664600
2020-03-09,67.3845443725586,69.02035992056364,65.14023961376327,66.38093057501229,15806200
2020-03-10,69.1705093383789,69.7157831985687,66.19127260078442,69.6920766879731,12965800
2020-03-11,67.05262756347656,68.46717402058397,66.04110979125085,67.80336774348142,10382200
2020-03-12,62.12147903442383,64.23934675453047,60.89659058084982,62.3111371205033,19935700
2020-03-13,67.46357727050781,68.21431160882959,63.76521072422271,65.87517466925688,21867700
2020-03-16,58.69179153442383,64.94266412035108,58.14652381533331,62.42967201820043,20916000
2020-03-17,57.703983306884766,61.41025330181571,55.30952963640476,59.82975519281274,23205000
2020-03-18,56.13140487670898,56.4158950972184,51.12122738163746,55.31744909046617,23712800
2020-03-19,56.15510177612305,59.150146730459646,51.626977594984616,54.60621419026414,19739900
2020-03-20,54.38494110107422,57.68818247578399,52.79653877214848,57.68818247578399,18844500
2020-03-23,50.97106552124024,53.539375024248464,49.4300792165231,53.24698069496053,19219000
2020-03-24,53.33390808105469,56.75568800338362,53.0178072470234,53.86337954043391,18376300
2020-03-25,53.66581344604492,55.85480056247346,51.80082529028158,53.6737115952191,20017300
2020-03-26,58.34408950805664,58.72340568029659,54.33752701768133,54.38494003193087,15979400
2020-03-27,57.42739868164063,59.31609348357433,55.87851122222464,56.605538922315866,12293300
2020-03-30,59.45833587646485,60.24858491374048,58.05959773330051,58.09910656769127,10671600
2020-03-31,60.209083557128906,61.576211185100576,58.82614757014024,59.58478601665075,20474400
2020-04-01,58.02009582519531,58.47053763585748,56.447501578023584,56.99277546481785,12948000
2020-04-02,59.37141418457031,59.66380852930392,56.47120136265178,57.51432995935022,8077800
2020-04-03,57.98057556152344,59.61639087057598,57.33257157506595,58.99209339120128,8062700
