Date,Close,High,Low,Open,Volume
2020-01-02,150.36697387695312,150.37528191845715,147.33118588789506,147.6305985473497,3031701
2020-01-03,148.76181030273438,149.5685793903205,147.5558106939459,148.3293206703522,2976317
2020-01-06,147.63894653320312,148.36254072188353,147.1565548958241,147.91342165215175,3477852
2020-01-07,147.72210693359375,148.10469429625482,146.04202421040546,147.52249847746145,3185971
2020-01-08,147.8468475341797,148.96135041226074,146.99017670806853,147.77199437056467,2700776
2020-01-09,148.9364471435547,149.23587335930588,148.09641906109584,148.6287128837725,1898660
2020-01-10,148.61204528808594,149.62674401382958,148.16291281204283,149.62674401382958,1773674
2020-01-13,150.7661895751953,150.8244131913736,148.62035847024916,149.08612046923315,2399876
2020-01-14,150.08419799804688,150.7246309389022,149.3023802146916,150.1174705643152,2324863
2020-01-15,150.31707763671875,151.73931475510736,149.5851620425098,150.78283965753866,2759449
2020-01-16,151.58963012695312,151.78091709472582,150.3670012809167,150.95751866594216,2350539
2020-01-17,152.39639282226562,153.08671441729433,151.8141835038766,152.08865861248572,2767088
2020-01-21,150.4834442138672,152.45463189517892,150.1008567898513,152.23838038954082,2322105
2020-01-22,149.7515106201172,151.27356555645457,149.55190215576718,151.00741196050598,1996484
2020-01-23,149.36056518554688,150.15902577801,148.9031247449391,149.55186556055318,2582474
2020-01-24,147.3228759765625,149.92616126434427,146.79058227389612,149.64337813086178,2903957
2020-01-27,144.33700561523438,145.83409598450976,144.27878199309458,144.94415249827864,2643482
2020-01-28,145.9338836669922,147.00680594027858,144.08746523945746,144.81938079130487,2311282
2020-01-29,146.1085968017578,147.8302604551692,146.0753242310744,147.21477849103826,2333139
2020-01-30,148.32928466796875,148.68692101555033,144.5532588517184,144.5532588517184,3263742
2020-01-31,144.0708465576172,147.97161364933598,142.5072111180512,147.97161364933598,5835500
2020-02-03,142.4905548095703,146.06695783485188,141.9499396619175,145.10216130332003,3758805
2020-02-04,145.72593688964844,146.4329013053395,144.7195598547298,144.78609150392944,3175043
2020-02-05,147.13157653808594,147.73872335996467,145.88398340241216,147.13988457953857,2990004
2020-02-06,146.67410278320312,148.04643754243295,146.5160749690571,148.04643754243295,2575578
2020-02-07,145.78414916992188,146.98182648420246,145.30175772135644,146.2582325787451,3453025
2020-02-10,147.1731719970703,147.31457029869205,144.81107573318232,145.48478121123586,2546082
2020-02-11,149.00296020507812,149.66002266422598,147.381101093259,148.2544150247087,3128359
2020-02-12,150.6913299560547,151.07393073293372,148.91976474838006,149.2774010063482,3130799
2020-02-13,149.8097381591797,150.50007322513656,148.62038191930614,149.98439557005054,2106828
2020-02-14,150.38363647460938,151.2569505203873,149.6933013604514,150.1341258702295,2640829
2020-02-18,149.22752380371094,150.11746730922368,148.83661492050962,149.79310355711607,1929535
2020-02-19,150.42520141601562,151.1072149505691,149.29406884036646,149.5685304765916,2614835
2020-02-20,150.29214477539062,151.54804627388958,148.88653690978208,150.4834452212915,2479345
2020-02-21,149.61013793945312,150.53334062732975,148.6702922347127,149.38556493358388,2058764
2020-02-24,145.77584838867188,147.5224759742875,144.2704367594582,145.08552693970142,3399762
2020-02-25,139.5629119873047,146.84048778139976,138.7561431746683,146.08362108375346,4341824
2020-02-26,139.04725646972656,143.1226948590036,138.70624968593847,140.21998317537145,3619814
2020-02-27,133.4194793701172,139.50718639626305,133.39439326042069,136.31281622501106,4192329
2020-02-28,135.61036682128906,135.61036682128906,125.95198620621323,128.56936183779604,10141144
2020-03-02,137.3413848876953,138.3782955563451,131.78049925429693,136.3797190161047,7156339
2020-03-03,135.3762664794922,140.6361054466634,134.26408389262804,137.37484310049237,6481119
2020-03-04,143.153076171875,143.7718892514276,137.35805122839054,137.89323945523589,4808983
2020-03-05,137.90997314453125,140.4102847447905,136.48839111711823,139.23121075365208,5723777
2020-03-06,137.1657257080078,138.07720544328,131.77207852439477,132.8006357583025,5327918
