Date,Close,High,Low,Open,Volume
2020-01-02,114.22036743164062,115.40612346769468,113.64850208077488,115.1033742424512,3784100
2020-01-03,114.06062316894533,115.03613740169772,113.640138692566,113.91765998683648,4000100
2020-01-06,114.4979019165039,114.640877910965,113.69898408854196,113.78308610502894,4085100
2020-01-07,112.69821166992188,114.43061798327577,112.64775560070883,114.3717440144178,5718100
2020-01-08,113.27850341796876,113.83354594794636,112.74870175950512,113.0766791031889,3681400
2020-01-09,113.3542022705078,113.85038371722692,113.13555495701964,113.77468675717842,3954700
2020-01-10,113.13553619384766,113.8839979427046,113.01780107039262,113.6737557342373,3099500
2020-01-13,114.81748962402344,114.86794570783576,113.21965375318344,113.236463893009,5127200
2020-01-14,115.08660125732422,115.16228538002424,114.11947930487712,114.52314079144456,4159700
2020-01-15,117.0628662109375,117.1049172216156,115.04454602005646,115.24637033984446,5002600
2020-01-16,117.40764617919922,117.87018155213778,116.55827237228632,117.18899892661216,4977900
2020-01-17,118.79524993896484,118.84571884677857,117.65153183966927,117.81973586805024,6908700
2020-01-21,119.29985809326172,119.51850540495708,118.02158167125732,118.24864688520468,4440000
2020-01-22,120.57811737060548,120.73790350465748,119.1821060050803,119.25779012157876,5366100
2020-01-23,120.80518341064452,120.9733874648138,119.7287441912333,120.33424285617308,3915700
2020-01-24,120.1912612915039,121.22564933915363,119.7960049225661,120.95654599154652,2791500
2020-01-27,119.5352783203125,120.56126105630575,118.61862561046756,119.12319907973728,3895300
2020-01-28,119.78761291503906,120.1912743965458,119.2157473867513,119.52691460756247,2908300
2020-01-29,119.19048309326172,119.79598154743736,118.71954270271696,119.4175482216184,3263200
2020-01-30,120.95655822753906,121.06588829065235,119.013922124887,119.68669981021176,4058500
2020-01-31,119.43437957763672,121.6461185551842,119.05594622523358,120.93970791974311,4753100
2020-02-03,119.8464813232422,120.31743471771463,119.28303366247296,120.06514146443207,3977800
2020-02-04,120.44355010986328,121.14996080775822,119.5016691793367,120.42672714119952,3494300
2020-02-05,121.35179138183594,121.59566666954676,120.62013985437429,120.83038203873916,3504900
2020-02-06,121.37702178955078,122.19276250740228,121.15837453311738,121.63772005011192,3571400
2020-02-07,122.25163269042967,122.54597690893164,120.9565463597858,121.31815679127004,3138500
2020-02-10,122.49552917480467,123.13466089898594,122.04981669849188,122.7225815314546,3775600
2020-02-11,122.84874725341795,123.08421753571498,121.83116916535958,122.95807732454443,3870500
2020-02-12,122.84874725341795,123.40378984690436,122.2348435054413,123.35332093026815,4217400
2020-02-13,123.17668914794922,123.73173158153024,120.69583399636431,122.1507062854501,5041400
