Date,Close,High,Low,Open,Volume
2020-01-02,208.49468994140625,208.5046232125284,205.0062009498093,205.483255773762,12077100
2020-01-03,207.39149475097656,209.11089094111145,205.68203183218017,205.94044853997715,11188400
2020-01-06,211.2974090576172,211.47629892097592,205.25465930650992,205.43354916986863,17058900
2020-01-07,211.7545928955078,213.26528420125555,210.4526216062336,211.51607306559464,14912400
2020-01-08,213.9013519287109,214.9151066523192,211.30734274776844,211.6949526177806,13475000
2020-01-09,216.96250915527344,217.04202082618497,214.95488116933345,216.207155864264,12642800
2020-01-10,216.7239532470703,218.5328094639806,216.08787510640607,217.8569679090441,12119400
2020-01-13,220.5503845214844,220.61001448137728,217.866930169204,218.25454007380785,14463400
2020-01-14,217.71780395507807,221.01746939742043,217.2904458699361,220.252182986827,13288900
2020-01-15,219.79502868652344,220.3217802131543,218.791222321025,219.25834388845988,10036500
2020-01-16,220.41123962402344,221.2659710888437,219.03968990563044,221.20634112983527,10015300
2020-01-17,220.77896118164065,220.9280360746828,219.17882494669027,220.66963453830988,15905900
2020-01-21,220.083251953125,221.00754661588667,217.77745918379807,220.79884176668855,14275800
2020-01-22,219.9640045166016,221.38523578799524,219.9242410995373,220.94792919208945,12212800
2020-01-23,218.4135284423828,220.13293967833576,217.92654037054416,219.3974681873057,11195000
2020-01-24,216.60470581054688,220.42117487434805,214.78591621796195,219.4471834827665,11905800
2020-01-27,213.55349731445312,214.73620866992388,211.19802303979912,211.79435293567823,13810700
2020-01-28,216.4556121826172,217.39980374418147,212.21178503509023,214.81572766096292,13413800
2020-01-29,221.86227416992188,222.8263322306292,217.1115622584338,220.08324810348307,33181300
2020-01-30,208.2462310791016,210.13458391793748,203.4955188366996,205.26461175548687,48775500
2020-01-31,200.6729278564453,207.41138648270285,199.82812962755827,207.15296976241717,31359900
2020-02-03,202.93896484375,203.88314132142213,201.25931676136744,202.19355996685604,15495600
2020-02-04,208.54437255859372,209.30965901175355,203.94273573448132,205.3540335688849,19628900
2020-02-05,208.8226776123047,211.4266202809684,207.43126133865997,211.20796698578135,12538200
2020-02-06,209.55812072753903,209.8960338959533,208.05736284466164,209.18044414795963,10567500
2020-02-07,211.029052734375,211.51605595655428,208.6437484710888,209.0114917879581,12242500
2020-02-10,211.7545928955078,212.49006442343884,209.3693036045794,210.22403504746697,11856400
2020-02-11,205.92056274414065,209.5680750725065,205.24472117404943,208.902181938856,25030800
2020-02-12,209.46864318847656,209.9258313870093,206.12922969774425,206.576484626962,13813700
2020-02-13,211.8341064453125,213.016817830153,207.898362398434,208.23629076931672,15396600
2020-02-14,212.8677215576172,213.6131263415733,211.34709701157064,212.6888316888113,10741700
2020-02-18,216.46556091308597,216.6444507890148,212.0925102405722,212.24160030247936,15609200
2020-02-19,216.15745544433597,216.98237189697065,214.7859057802808,216.65439197011835,12135100
2020-02-20,213.2652740478516,217.4296044202188,211.64525617542168,215.1933901294506,13109200
2020-02-21,208.89224243164065,212.92737998649136,207.55052283584573,212.1720267190838,14092300
2020-02-24,199.4902191162109,202.40226015519937,196.95583956036967,200.5636039339308,23080100
2020-02-25,195.56442260742188,202.25318461397327,194.74943935076328,201.0108431851405,21433500
2020-02-26,195.99176025390625,199.97720084600968,194.29224584981696,195.9818269830241,16524500
2020-02-27,188.58741760253903,194.6798644575618,188.33894933165297,190.6447421648197,21682600
2020-02-28,191.29075622558597,191.5591062081059,180.70601380684252,181.5806118199484,32568900
2020-03-02,195.2364044189453,195.3656127551384,187.69291237992067,192.8411669735219,24949000
2020-03-03,184.7510681152344,196.03153375418208,182.84283360204572,195.0177789559788,27984100
2020-03-04,190.5850830078125,190.65466139788128,185.2479897950556,188.01095555064248,23062500
2020-03-05,184.03546142578125,187.83206356173332,182.76330520014145,185.63559756096396,19333400
2020-03-06,179.98045349121094,182.6539742217178,175.1800451997745,177.23736953837502,24559600
2020-03-09,168.4614715576172,173.92777299459,164.1778814034553,168.56086492259055,29949000
2020-03-10,177.09823608398438,177.19761428693064,168.46147710282534,173.59979880288097,24517800
2020-03-11,169.19692993164062,174.80237254649745,166.63273599985652,172.94381988938858,20373900
2020-03-12,153.5235595703125,165.5792436027993,153.39435123074384,158.56248766461542,43266300
2020-03-13,169.2366943359375,169.74356410975204,156.63439189268647,162.5280515419697,35028600
2020-03-16,145.1154022216797,158.15502727812273,142.22324309904866,151.38675406380028,39120400
2020-03-17,148.5045166015625,152.99682725438325,139.14223383078428,149.81643637131103,34255600
2020-03-18,146.0595703125,147.27208131715307,136.2599827605416,138.89373992009902,37553100
2020-03-19,152.19178771972656,158.9501124482879,143.91282324540947,145.72166434278574,39862300
2020-03-20,148.8126220703125,158.2941803862986,147.09322577209852,155.06409265819508,32568400
2020-03-23,147.19259643554688,151.37679324652663,141.37843335618544,148.74303587929705,29830800
2020-03-24,159.99368286132812,160.32166279487703,151.63522185263466,154.25904615572634,30440400
2020-03-25,155.25291442871094,161.9913724343945,152.12220524995055,157.94630187762417,35184300
2020-03-26,162.3392333984375,162.9951933038446,156.0579631034163,157.28042280691102,26556800
2020-03-27,155.82933044433594,159.10911415528508,153.8018363343714,157.23069491910564,24879900
2020-03-30,164.93321228027344,165.72831366976965,157.09155534652862,158.20468819264474,22515200
2020-03-31,165.77804565429688,169.88273148113515,163.19396937945223,164.46612580744628,23676300
2020-04-01,158.62213134765625,163.1442412080933,157.07167678274584,160.62974381879653,19507600
2020-04-02,157.22076416015625,160.3614063172973,154.9646683206273,158.12519218302305,20886300
2020-04-03,153.2353515625,156.9425092481532,149.90588568360153,156.1871559652446,25983300
2020-04-06,164.5356903076172,165.1817017391021,157.53881537945364,159.16876661295203,28453600
2020-04-07,167.79559326171875,172.32765206239267,164.99286390770746,170.73744907447568,31411900
2020-04-08,173.21217346191406,173.92776318653387,166.71225115613103,170.20073968967958,21664200
2020-04-09,174.11660766601562,175.995026968661,170.51879237525418,174.82224898063006,23534300
2020-04-13,173.71905517578125,173.92777517872707,168.41177698999917,172.60592226753292,19355400
2020-04-14,177.078369140625,180.11961841277392,175.5378627961842,177.88340392851148,21011800
2020-04-15,175.88571166992188,177.09823798207313,171.76114465362468,174.11661888635015,17423000
2020-04-16,175.17013549804688,176.9591101276827,171.453044610098,176.85971675064178,23593200
2020-04-17,178.1417999267578,179.17542116211595,175.57760579646953,178.10203651464886,20974800
2020-04-20,177.14793395996094,179.39408154360316,175.68693939566168,176.32301752693286,16110700
2020-04-21,169.7535400390625,174.30548096596823,167.30860537432324,174.1762726012992,24850500
2020-04-22,181.16319274902344,183.6478755716349,177.04855860139085,177.3566568449466,33242000
2020-04-23,183.9957275390625,185.90396202645627,182.0278479282161,182.9521577754863,21426600
2020-04-24,188.90545654296875,189.2433697378823,179.72206416708343,182.107353403919,28792000
2020-04-27,186.3512115478516,192.56291859944665,186.2617666059807,191.47960052932052,29197800
2020-04-28,181.7893218994141,188.04077666593557,181.4414602683121,187.5040918955516,21731000
2020-04-29,193.0001983642578,195.70353411041768,188.83586810950052,189.76016271090387,45954500
2020-04-30,203.4557647705078,208.4052484599717,200.3350039075921,205.652215783563,46230100
2020-05-01,201.0307159423828,206.010014707908,197.83044335099385,200.3648227860168,30415600
2020-05-04,204.0023498535156,204.6483763499144,197.54217588131132,198.97335531083183,19250700
2020-05-05,205.8013153076172,209.09103292547096,205.234800346928,205.7516186182988,21071200
2020-05-06,207.19268798828125,210.30351506790407,205.3937804369725,206.84482640160175,21857000
2020-05-07,209.96560668945312,210.3035350385708,207.75920739343695,209.8662284876056,15152000
